,churnreason,event_timestamp,customer_ids,gender,age,satisfactionscore,monthlycharge,avgmonthlygbdownload,churnlabel
38,Competitor offered higher download speeds,1948-03-01 20:35:50.988524+00:00,38,Male,1.0,0.0,0.8587064676616916,0.1411764705882352,Yes
39,Competitor had better devices,1948-03-02 20:35:50.988524+00:00,39,Male,0.918032786885246,0.0,0.7592039800995025,0.1176470588235293,Yes
40,Attitude of support person,1948-03-03 20:35:50.988524+00:00,40,Female,0.819672131147541,0.2499999999999999,0.708955223880597,0.2235294117647058,Yes
41,Attitude of support person,1948-03-04 20:35:50.988524+00:00,41,Female,0.9016393442622952,0.2499999999999999,0.0139303482587064,0.0,Yes
42,Competitor made better offer,1948-03-05 20:35:50.988524+00:00,42,Male,0.9344262295081968,0.2499999999999999,0.3074626865671642,0.2117647058823529,Yes
43,Competitor made better offer,1948-03-06 20:35:50.988524+00:00,43,Male,0.819672131147541,0.2499999999999999,0.3084577114427861,0.3176470588235294,Yes
44,Poor expertise of online support,1948-03-07 20:35:50.988524+00:00,44,Male,0.8688524590163935,0.4999999999999999,0.7587064676616915,0.0941176470588235,Yes
45,Competitor made better offer,1948-03-08 20:35:50.988524+00:00,45,Female,0.819672131147541,0.0,0.7308457711442786,0.2235294117647058,Yes
46,,1948-03-09 20:35:50.988524+00:00,46,Female,0.9672131147540984,0.9999999999999998,0.0203980099502487,0.0,No
47,Competitor made better offer,1948-03-10 20:35:50.988524+00:00,47,Male,0.8852459016393444,0.4999999999999999,0.7990049751243781,0.1529411764705882,Yes
48,Competitor made better offer,1948-03-11 20:35:50.988524+00:00,48,Female,0.7540983606557378,0.0,0.9129353233830846,0.2352941176470588,Yes
49,Competitor made better offer,1948-03-12 20:35:50.988524+00:00,49,Male,0.9016393442622952,0.4999999999999999,0.7696517412935322,0.1294117647058823,Yes
50,Moved,1948-03-13 20:35:50.988524+00:00,50,Female,0.7540983606557378,0.4999999999999999,0.6029850746268657,0.2117647058823529,Yes
51,Competitor offered higher download speeds,1948-03-14 20:35:50.988524+00:00,51,Female,0.7704918032786886,0.4999999999999999,0.8134328358208955,0.0823529411764705,Yes
52,Competitor had better devices,1948-03-15 20:35:50.988524+00:00,52,Male,0.8524590163934427,0.0,0.5512437810945274,0.2823529411764705,Yes
53,Competitor had better devices,1948-03-16 20:35:50.988524+00:00,53,Male,0.7540983606557378,0.0,0.818407960199005,0.176470588235294,Yes
54,Competitor had better devices,1948-03-17 20:35:50.988524+00:00,54,Male,0.819672131147541,0.0,0.5432835820895522,0.2823529411764705,Yes
55,Price too high,1948-03-18 20:35:50.988524+00:00,55,Male,0.918032786885246,0.2499999999999999,0.5502487562189055,0.0705882352941176,Yes
56,Product dissatisfaction,1948-03-19 20:35:50.988524+00:00,56,Female,0.918032786885246,0.0,0.6084577114427862,0.1294117647058823,Yes
57,Competitor had better devices,1948-03-20 20:35:50.988524+00:00,57,Female,0.8032786885245902,0.0,0.6601990049751243,0.1999999999999999,Yes
58,Don't know,1948-03-21 20:35:50.988524+00:00,58,Male,0.8524590163934427,0.0,0.8039800995024875,0.2235294117647058,Yes
59,Don't know,1948-03-22 20:35:50.988524+00:00,59,Male,1.0,0.2499999999999999,0.2656716417910448,0.1294117647058823,Yes
60,Competitor had better devices,1948-03-23 20:35:50.988524+00:00,60,Male,0.7704918032786886,0.0,0.8164179104477611,0.3176470588235294,Yes
61,Competitor had better devices,1948-03-24 20:35:50.988524+00:00,61,Male,0.8852459016393444,0.0,0.1203980099502488,0.3294117647058823,Yes
62,Competitor had better devices,1948-03-25 20:35:50.988524+00:00,62,Male,0.9508196721311476,0.0,0.8507462686567164,0.188235294117647,Yes
63,Competitor offered more data,1948-03-26 20:35:50.988524+00:00,63,Female,0.9344262295081968,0.2499999999999999,0.6203980099502487,0.176470588235294,Yes
64,Competitor made better offer,1948-03-27 20:35:50.988524+00:00,64,Female,0.7540983606557378,0.2499999999999999,0.7567164179104477,0.2705882352941176,Yes
65,Competitor had better devices,1948-03-28 20:35:50.988524+00:00,65,Male,0.918032786885246,0.0,0.5696517412935324,0.2705882352941176,Yes
66,Attitude of support person,1948-03-29 20:35:50.988524+00:00,66,Male,0.918032786885246,0.0,0.8194029850746267,0.3411764705882352,Yes
67,Attitude of support person,1948-03-30 20:35:50.988524+00:00,67,Female,0.8032786885245902,0.0,0.6970149253731343,0.0235294117647058,Yes
68,Competitor had better devices,1948-03-31 20:35:50.988524+00:00,68,Female,0.8524590163934427,0.0,0.7348258706467661,0.1058823529411764,Yes
69,Competitor offered more data,1948-04-01 20:35:50.988524+00:00,69,Male,0.9016393442622952,0.4999999999999999,0.718407960199005,0.2823529411764705,Yes
70,Competitor had better devices,1948-04-02 20:35:50.988524+00:00,70,Male,0.9508196721311476,0.0,0.2527363184079602,0.1176470588235293,Yes
71,Competitor had better devices,1948-04-03 20:35:50.988524+00:00,71,Female,0.8852459016393444,0.0,0.5577114427860697,0.2470588235294117,Yes
72,Attitude of support person,1948-04-04 20:35:50.988524+00:00,72,Female,0.8032786885245902,0.2499999999999999,0.7109452736318408,0.3176470588235294,Yes
73,Competitor offered more data,1948-04-05 20:35:50.988524+00:00,73,Male,0.9016393442622952,0.4999999999999999,0.817910447761194,0.188235294117647,Yes
74,Attitude of support person,1948-04-06 20:35:50.988524+00:00,74,Male,0.7540983606557378,0.4999999999999999,0.8696517412935324,0.3058823529411764,Yes
75,Competitor offered more data,1948-04-07 20:35:50.988524+00:00,75,Female,0.8852459016393444,0.4999999999999999,0.853731343283582,0.3176470588235294,Yes
76,Attitude of service provider,1948-04-08 20:35:50.988524+00:00,76,Female,0.9016393442622952,0.2499999999999999,0.618407960199005,0.1058823529411764,Yes
77,Competitor had better devices,1948-04-09 20:35:50.988524+00:00,77,Male,1.0,0.0,0.4159203980099502,0.1647058823529411,Yes
78,Don't know,1948-04-10 20:35:50.988524+00:00,78,Female,0.9344262295081968,0.2499999999999999,0.7751243781094528,0.188235294117647,Yes
79,Competitor had better devices,1948-04-11 20:35:50.988524+00:00,79,Female,0.8852459016393444,0.2499999999999999,0.7661691542288557,0.3529411764705882,Yes
80,Competitor had better devices,1948-04-12 20:35:50.988524+00:00,80,Female,0.8360655737704918,0.0,0.7099502487562188,0.2823529411764705,Yes
81,Network reliability,1948-04-13 20:35:50.988524+00:00,81,Male,0.918032786885246,0.2499999999999999,0.708955223880597,0.3176470588235294,Yes
82,Competitor had better devices,1948-04-14 20:35:50.988524+00:00,82,Male,0.9016393442622952,0.0,0.6701492537313433,0.2588235294117647,Yes
83,Network reliability,1948-04-15 20:35:50.988524+00:00,83,Male,0.9344262295081968,0.4999999999999999,0.6800995024875621,0.2588235294117647,Yes
84,Attitude of support person,1948-04-16 20:35:50.988524+00:00,84,Female,0.918032786885246,0.2499999999999999,0.5074626865671642,0.2117647058823529,Yes
85,Competitor made better offer,1948-04-17 20:35:50.988524+00:00,85,Female,0.9016393442622952,0.0,0.0691542288557214,0.0588235294117646,Yes
86,Competitor made better offer,1948-04-18 20:35:50.988524+00:00,86,Female,0.8852459016393444,0.0,0.764179104477612,0.2823529411764705,Yes
87,Competitor made better offer,1948-04-19 20:35:50.988524+00:00,87,Female,0.819672131147541,0.4999999999999999,0.6064676616915423,0.2823529411764705,Yes
88,Competitor had better devices,1948-04-20 20:35:50.988524+00:00,88,Female,0.918032786885246,0.0,0.7562189054726368,0.0470588235294117,Yes
89,Competitor had better devices,1948-04-21 20:35:50.988524+00:00,89,Female,0.7540983606557378,0.0,0.8114427860696517,0.1176470588235293,Yes
90,Poor expertise of online support,1948-04-22 20:35:50.988524+00:00,90,Female,0.9508196721311476,0.4999999999999999,0.7522388059701492,0.2117647058823529,Yes
91,Attitude of support person,1948-04-23 20:35:50.988524+00:00,91,Male,0.7868852459016393,0.2499999999999999,0.6582089552238807,0.2117647058823529,Yes
92,Competitor had better devices,1948-04-24 20:35:50.988524+00:00,92,Female,0.9672131147540984,0.0,0.5701492537313433,0.1058823529411764,Yes
93,Competitor made better offer,1948-04-25 20:35:50.988524+00:00,93,Male,0.7540983606557378,0.0,0.7805970149253731,0.0941176470588235,Yes
94,Competitor had better devices,1948-04-26 20:35:50.988524+00:00,94,Male,0.9016393442622952,0.0,0.6960199004975125,0.1058823529411764,Yes
95,Attitude of support person,1948-04-27 20:35:50.988524+00:00,95,Male,0.8360655737704918,0.4999999999999999,0.5711442786069653,0.2235294117647058,Yes
96,Competitor had better devices,1948-04-28 20:35:50.988524+00:00,96,Male,0.819672131147541,0.0,0.5616915422885572,0.2352941176470588,Yes
97,Competitor had better devices,1948-04-29 20:35:50.988524+00:00,97,Female,0.9344262295081968,0.0,0.0751243781094527,0.3058823529411764,Yes
98,Competitor made better offer,1948-04-30 20:35:50.988524+00:00,98,Male,0.8524590163934427,0.0,0.7671641791044777,0.1647058823529411,Yes
99,Competitor made better offer,1948-05-01 20:35:50.988524+00:00,99,Female,0.9344262295081968,0.4999999999999999,0.2661691542288557,0.0705882352941176,Yes
100,Competitor made better offer,1948-05-02 20:35:50.988524+00:00,100,Male,0.9508196721311476,0.2499999999999999,0.618905472636816,0.2235294117647058,Yes
101,Competitor made better offer,1948-05-03 20:35:50.988524+00:00,101,Male,0.9016393442622952,0.2499999999999999,0.5616915422885572,0.1294117647058823,Yes
102,Competitor made better offer,1948-05-04 20:35:50.988524+00:00,102,Male,0.9508196721311476,0.0,0.7019900497512437,0.2352941176470588,Yes
103,Competitor made better offer,1948-05-05 20:35:50.988524+00:00,103,Male,0.9344262295081968,0.0,0.7044776119402985,0.0588235294117646,Yes
104,Competitor made better offer,1948-05-06 20:35:50.988524+00:00,104,Female,0.9508196721311476,0.2499999999999999,0.7611940298507462,0.2705882352941176,Yes
105,Competitor made better offer,1948-05-07 20:35:50.988524+00:00,105,Female,1.0,0.0,0.6676616915422885,0.0705882352941176,Yes
106,Competitor made better offer,1948-05-08 20:35:50.988524+00:00,106,Male,0.8032786885245902,0.0,0.2666666666666666,0.0235294117647058,Yes
107,Competitor made better offer,1948-05-09 20:35:50.988524+00:00,107,Female,0.9836065573770494,0.2499999999999999,0.6606965174129353,0.1999999999999999,Yes
108,Competitor made better offer,1948-05-10 20:35:50.988524+00:00,108,Male,0.7540983606557378,0.4999999999999999,0.6054726368159203,0.188235294117647,Yes
109,Competitor made better offer,1948-05-11 20:35:50.988524+00:00,109,Male,0.8032786885245902,0.2499999999999999,0.3174129353233831,0.1411764705882352,Yes
110,Competitor had better devices,1948-05-12 20:35:50.988524+00:00,110,Female,0.8688524590163935,0.0,0.5109452736318407,0.176470588235294,Yes
111,Attitude of support person,1948-05-13 20:35:50.988524+00:00,111,Female,0.7704918032786886,0.0,0.9447761194029852,0.2705882352941176,Yes
112,Competitor had better devices,1948-05-14 20:35:50.988524+00:00,112,Male,0.8032786885245902,0.0,0.7189054726368159,0.0470588235294117,Yes
113,Attitude of support person,1948-05-15 20:35:50.988524+00:00,113,Male,0.819672131147541,0.0,0.664179104477612,0.2705882352941176,Yes
114,Competitor had better devices,1948-05-16 20:35:50.988524+00:00,114,Male,0.9344262295081968,0.0,0.6671641791044776,0.1176470588235293,Yes
115,Attitude of support person,1948-05-17 20:35:50.988524+00:00,115,Male,0.8360655737704918,0.2499999999999999,0.2646766169154229,0.0352941176470587,Yes
116,Attitude of support person,1948-05-18 20:35:50.988524+00:00,116,Male,0.8524590163934427,0.2499999999999999,0.2671641791044776,0.1647058823529411,Yes
117,Poor expertise of online support,1948-05-19 20:35:50.988524+00:00,117,Male,0.918032786885246,0.4999999999999999,0.2492537313432835,0.3058823529411764,Yes
118,,1948-05-20 20:35:50.988524+00:00,118,Male,0.819672131147541,0.7499999999999999,0.2562189054726368,0.0470588235294117,No
119,Attitude of support person,1948-05-21 20:35:50.988524+00:00,119,Female,0.7868852459016393,0.0,0.3870646766169154,0.3176470588235294,Yes
120,Attitude of support person,1948-05-22 20:35:50.988524+00:00,120,Female,0.7540983606557378,0.0,0.818407960199005,0.2588235294117647,Yes
121,Competitor had better devices,1948-05-23 20:35:50.988524+00:00,121,Female,1.0,0.0,0.2671641791044776,0.1647058823529411,Yes
122,Attitude of support person,1948-05-24 20:35:50.988524+00:00,122,Male,0.8524590163934427,0.4999999999999999,0.3199004975124378,0.3411764705882352,Yes
123,Attitude of support person,1948-05-25 20:35:50.988524+00:00,123,Female,0.8360655737704918,0.4999999999999999,0.6039800995024875,0.2352941176470588,Yes
124,Competitor made better offer,1948-05-26 20:35:50.988524+00:00,124,Male,0.8852459016393444,0.0,0.7492537313432835,0.0705882352941176,Yes
125,Competitor made better offer,1948-05-27 20:35:50.988524+00:00,125,Male,0.9672131147540984,0.0,0.9014925373134328,0.2235294117647058,Yes
126,Attitude of support person,1948-05-28 20:35:50.988524+00:00,126,Female,0.9344262295081968,0.2499999999999999,0.6616915422885572,0.0823529411764705,Yes
127,Competitor made better offer,1948-05-29 20:35:50.988524+00:00,127,Female,0.8852459016393444,0.2499999999999999,0.5144278606965175,0.3176470588235294,Yes
128,Competitor made better offer,1948-05-30 20:35:50.988524+00:00,128,Female,0.8032786885245902,0.0,0.6243781094527363,0.1294117647058823,Yes
129,Product dissatisfaction,1948-05-31 20:35:50.988524+00:00,129,Male,0.9836065573770494,0.0,0.781592039800995,0.0823529411764705,Yes
130,Competitor made better offer,1948-06-01 20:35:50.988524+00:00,130,Female,0.7868852459016393,0.0,0.8945273631840797,0.1176470588235293,Yes
131,Competitor made better offer,1948-06-02 20:35:50.988524+00:00,131,Female,0.819672131147541,0.4999999999999999,0.745771144278607,0.0705882352941176,Yes
132,Attitude of service provider,1948-06-03 20:35:50.988524+00:00,132,Female,0.8688524590163935,0.4999999999999999,0.5203980099502488,0.1529411764705882,Yes
133,Attitude of service provider,1948-06-04 20:35:50.988524+00:00,133,Male,0.918032786885246,0.4999999999999999,0.7985074626865671,0.3294117647058823,Yes
134,Competitor had better devices,1948-06-05 20:35:50.988524+00:00,134,Male,0.7868852459016393,0.0,0.7661691542288557,0.0705882352941176,Yes
135,Attitude of service provider,1948-06-06 20:35:50.988524+00:00,135,Male,0.8688524590163935,0.4999999999999999,0.5587064676616916,0.1999999999999999,Yes
136,Competitor had better devices,1948-06-07 20:35:50.988524+00:00,136,Female,0.8032786885245902,0.0,0.699502487562189,0.3294117647058823,Yes
137,Attitude of service provider,1948-06-08 20:35:50.988524+00:00,137,Female,0.8032786885245902,0.4999999999999999,0.726865671641791,0.0235294117647058,Yes
138,Attitude of service provider,1948-06-09 20:35:50.988524+00:00,138,Male,0.918032786885246,0.2499999999999999,0.5159203980099502,0.2588235294117647,Yes
139,Attitude of support person,1948-06-10 20:35:50.988524+00:00,139,Male,0.9016393442622952,0.2499999999999999,0.7661691542288557,0.2470588235294117,Yes
140,Attitude of service provider,1948-06-11 20:35:50.988524+00:00,140,Female,0.9672131147540984,0.0,0.8213930348258707,0.2705882352941176,Yes
141,Competitor had better devices,1948-06-12 20:35:50.988524+00:00,141,Male,0.7704918032786886,0.0,0.5791044776119403,0.0941176470588235,Yes
142,Attitude of service provider,1948-06-13 20:35:50.988524+00:00,142,Female,0.8852459016393444,0.2499999999999999,0.6825870646766169,0.2352941176470588,Yes
143,Competitor had better devices,1948-06-14 20:35:50.988524+00:00,143,Male,0.9836065573770494,0.0,0.808457711442786,0.2941176470588235,Yes
144,Attitude of service provider,1948-06-15 20:35:50.988524+00:00,144,Male,0.819672131147541,0.4999999999999999,0.8970149253731343,0.0470588235294117,Yes
145,Competitor made better offer,1948-06-16 20:35:50.988524+00:00,145,Female,0.7540983606557378,0.4999999999999999,0.6447761194029851,0.0352941176470587,Yes
146,Attitude of service provider,1948-06-17 20:35:50.988524+00:00,146,Female,0.8032786885245902,0.4999999999999999,0.8606965174129353,0.0470588235294117,Yes
147,Competitor made better offer,1948-06-18 20:35:50.988524+00:00,147,Female,0.9836065573770494,0.2499999999999999,0.7562189054726368,0.1058823529411764,Yes
148,Competitor made better offer,1948-06-19 20:35:50.988524+00:00,148,Female,1.0,0.2499999999999999,0.5164179104477613,0.0941176470588235,Yes
149,Moved,1948-06-20 20:35:50.988524+00:00,149,Male,0.9508196721311476,0.2499999999999999,0.8766169154228856,0.0352941176470587,Yes
150,Competitor had better devices,1948-06-21 20:35:50.988524+00:00,150,Female,0.7540983606557378,0.0,0.7592039800995025,0.2352941176470588,Yes
151,Competitor offered more data,1948-06-22 20:35:50.988524+00:00,151,Male,0.7704918032786886,0.4999999999999999,0.0616915422885572,0.0705882352941176,Yes
152,Competitor made better offer,1948-06-23 20:35:50.988524+00:00,152,Male,0.918032786885246,0.4999999999999999,0.6621890547263681,0.1529411764705882,Yes
153,Competitor made better offer,1948-06-24 20:35:50.988524+00:00,153,Female,0.9016393442622952,0.4999999999999999,0.8129353233830845,0.0470588235294117,Yes
154,Product dissatisfaction,1948-06-25 20:35:50.988524+00:00,154,Female,1.0,0.0,0.8616915422885572,0.0823529411764705,Yes
155,Competitor had better devices,1948-06-26 20:35:50.988524+00:00,155,Male,0.9016393442622952,0.0,0.5567164179104478,0.1058823529411764,Yes
156,Price too high,1948-06-27 20:35:50.988524+00:00,156,Male,0.8360655737704918,0.2499999999999999,0.7522388059701492,0.176470588235294,Yes
157,Product dissatisfaction,1948-06-28 20:35:50.988524+00:00,157,Male,0.9344262295081968,0.0,0.8203980099502488,0.1999999999999999,Yes
158,Poor expertise of online support,1948-06-29 20:35:50.988524+00:00,158,Female,0.8688524590163935,0.4999999999999999,0.7109452736318408,0.0705882352941176,Yes
159,Poor expertise of phone support,1948-06-30 20:35:50.988524+00:00,159,Female,0.7704918032786886,0.4999999999999999,0.7776119402985076,0.1647058823529411,Yes
160,Price too high,1948-07-01 20:35:50.988524+00:00,160,Male,0.918032786885246,0.2499999999999999,0.5099502487562189,0.176470588235294,Yes
161,Product dissatisfaction,1948-07-02 20:35:50.988524+00:00,161,Male,0.7540983606557378,0.2499999999999999,0.6666666666666666,0.0588235294117646,Yes
162,Limited range of services,1948-07-03 20:35:50.988524+00:00,162,Male,0.9836065573770494,0.0,0.4422885572139304,0.1999999999999999,Yes
163,Price too high,1948-07-04 20:35:50.988524+00:00,163,Male,0.8852459016393444,0.2499999999999999,0.8726368159203981,0.2588235294117647,Yes
164,Don't know,1948-07-05 20:35:50.988524+00:00,164,Male,0.9836065573770494,0.0,0.7701492537313434,0.2705882352941176,Yes
165,,1948-07-06 20:35:50.988524+00:00,165,Male,0.9672131147540984,0.7499999999999999,0.5477611940298507,0.2823529411764705,No
166,Don't know,1948-07-07 20:35:50.988524+00:00,166,Female,0.8360655737704918,0.2499999999999999,0.8024875621890548,0.2470588235294117,Yes
167,Competitor had better devices,1948-07-08 20:35:50.988524+00:00,167,Male,0.8524590163934427,0.0,0.5751243781094527,0.3294117647058823,Yes
168,Competitor had better devices,1948-07-09 20:35:50.988524+00:00,168,Male,0.819672131147541,0.0,0.5124378109452736,0.0588235294117646,Yes
169,Product dissatisfaction,1948-07-10 20:35:50.988524+00:00,169,Female,0.8360655737704918,0.0,0.9174129353233832,0.2941176470588235,Yes
170,Attitude of support person,1948-07-11 20:35:50.988524+00:00,170,Male,0.8524590163934427,0.2499999999999999,0.8059701492537313,0.0235294117647058,Yes
171,Network reliability,1948-07-12 20:35:50.988524+00:00,171,Male,0.7868852459016393,0.4999999999999999,0.6129353233830845,0.176470588235294,Yes
172,Don't know,1948-07-13 20:35:50.988524+00:00,172,Male,0.7868852459016393,0.0,0.618905472636816,0.0235294117647058,Yes
173,Attitude of support person,1948-07-14 20:35:50.988524+00:00,173,Female,0.819672131147541,0.0,0.8213930348258707,0.3294117647058823,Yes
174,Competitor had better devices,1948-07-15 20:35:50.988524+00:00,174,Male,0.918032786885246,0.0,0.6069651741293532,0.2117647058823529,Yes
175,Attitude of support person,1948-07-16 20:35:50.988524+00:00,175,Male,0.7868852459016393,0.2499999999999999,0.708955223880597,0.0705882352941176,Yes
176,Competitor had better devices,1948-07-17 20:35:50.988524+00:00,176,Male,0.7704918032786886,0.0,0.6746268656716418,0.2705882352941176,Yes
177,Deceased,1948-07-18 20:35:50.988524+00:00,177,Female,0.7868852459016393,0.0,0.163681592039801,0.0470588235294117,Yes
178,Moved,1948-07-19 20:35:50.988524+00:00,178,Male,0.8524590163934427,0.0,0.4159203980099502,0.0705882352941176,Yes
179,Competitor had better devices,1948-07-20 20:35:50.988524+00:00,179,Male,0.9016393442622952,0.0,0.5577114427860697,0.0941176470588235,Yes
180,Competitor had better devices,1948-07-21 20:35:50.988524+00:00,180,Female,0.8360655737704918,0.0,0.5601990049751243,0.3176470588235294,Yes
181,Attitude of support person,1948-07-22 20:35:50.988524+00:00,181,Male,0.9344262295081968,0.0,0.8621890547263682,0.2588235294117647,Yes
182,Competitor made better offer,1948-07-23 20:35:50.988524+00:00,182,Male,0.7868852459016393,0.4999999999999999,0.5587064676616916,0.3411764705882352,Yes
183,Product dissatisfaction,1948-07-24 20:35:50.988524+00:00,183,Male,1.0,0.0,0.5119402985074627,0.2352941176470588,Yes
184,Service dissatisfaction,1948-07-25 20:35:50.988524+00:00,184,Female,0.7868852459016393,0.4999999999999999,0.7945273631840795,0.3176470588235294,Yes
185,Network reliability,1948-07-26 20:35:50.988524+00:00,185,Female,0.8032786885245902,0.0,0.8094527363184079,0.2352941176470588,Yes
186,Competitor had better devices,1948-07-27 20:35:50.988524+00:00,186,Male,0.819672131147541,0.0,0.8427860696517413,0.2352941176470588,Yes
187,Competitor made better offer,1948-07-28 20:35:50.988524+00:00,187,Female,1.0,0.4999999999999999,0.5248756218905473,0.0588235294117646,Yes
188,Competitor made better offer,1948-07-29 20:35:50.988524+00:00,188,Female,0.8852459016393444,0.4999999999999999,0.5203980099502488,0.3058823529411764,Yes
189,Competitor had better devices,1948-07-30 20:35:50.988524+00:00,189,Female,0.8852459016393444,0.0,0.5074626865671642,0.0941176470588235,Yes
190,Competitor had better devices,1948-07-31 20:35:50.988524+00:00,190,Male,0.7540983606557378,0.0,0.6522388059701492,0.0823529411764705,Yes
191,Price too high,1948-08-01 20:35:50.988524+00:00,191,Male,0.8852459016393444,0.2499999999999999,0.3601990049751244,0.2941176470588235,Yes
